Computer 2760;Production;Operational;DELL;Latitude 5510;Standard laptops;DEMACLENKO;ITA-VIPITENO;01/01/2021;01/01/2021;Permanent;Intel(R) Core(TM) i5-10310U CPU @ 1.70GHz;15
Computer 2761;Production;Operational;DELL;Latitude 5510;Standard laptops;LEITNER SPA;ITA-VIPITENO;01/01/2021;01/01/2021;Permanent;Intel(R) Core(TM) i5-10310U CPU @ 1.70GHz;15
Computer 2762;Production;Operational;DELL;Latitude 5510;Standard laptops;LEITNER SPA;ITA-VIPITENO;01/01/2021;01/01/2021;Permanent;Intel(R) Core(TM) i5-10310U CPU @ 1.70GHz;15
Computer 2763;Production;Operational;DELL;Latitude 5510;Standard laptops;PRINOTH SPA;ITA-VIPITENO;01/01/2021;01/01/2021;Permanent;Intel(R) Core(TM) i5-10310U CPU @ 1.70GHz;15
Computer 2764;Production;Operational;DELL;Latitude 5510;Standard laptops;LEITNER SPA;ITA-VIPITENO;01/01/2021;01/01/2021;Permanent;Intel(R) Core(TM) i5-10310U CPU @ 1.70GHz;15
Computer 2765;Production;Operational;DELL;Latitude 5510;Standard laptops;PRINOTH SPA;ITA-VIPITENO;01/01/2021;01/01/2021;Permanent;Intel(R) Core(TM) i5-10310U CPU @ 1.70GHz;15
Computer 2766;Production;Operational;DELL;Latitude 5510;Standard laptops;PRINOTH SPA;CHE-SALGESCH;01/01/2021;01/01/2021;Permanent;Intel(R) Core(TM) i5-10310U CPU @ 1.70GHz;15
Computer 2783;Production;Operational;DELL;Latitude 5510;Standard laptops;LEITNER SPA;ITA-VIPITENO;01/01/2021;01/01/2021;Permanent;Intel(R) Core(TM) i5-10310U CPU @ 1.70GHz;15
Computer 2784;Production;Operational;DELL;Latitude 5510;Standard laptops;PRINOTH SPA;ITA-VIPITENO;01/01/2021;01/01/2021;Permanent;Intel(R) Core(TM) i5-10310U CPU @ 1.70GHz;15
Computer 2785;Production;Operational;DELL;Latitude 5510;Standard laptops;DEMACLENKO;ITA-VIPITENO;01/01/2021;01/01/2021;Permanent;Intel(R) Core(TM) i5-10310U CPU @ 1.70GHz;15
Computer 3107;Production;Operational;DELL;Latitude 5510;Standard laptops;PRINOTH NA;CAN-GRANBY;31/10/2021;21/10/2020;Permanent;Intel(R) Core(TM) i5-10310U CPU @ 1.70GHz;15
Computer 3108;Production;Operational;DELL;Latitude 5510;Standard laptops;PRINOTH NA;CAN-GRANBY;01/11/2021;21/10/2020;Permanent;Intel(R) Core(TM) i5-10310U CPU @ 1.70GHz;15
Computer 3109;Production;Operational;DELL;Latitude 5510;Standard laptops;PRINOTH NA;CAN-GRANBY;31/10/2021;25/10/2020;Permanent;Intel(R) Core(TM) i5-10310U CPU @ 1.70GHz;15
Computer 3110;Production;Operational;DELL;Latitude 5510;Standard laptops;PRINOTH NA;USA-UT-SALT-LAKE-CITY;03/11/2021;25/10/2020;Permanent;Intel(R) Core(TM) i5-10310U CPU @ 1.70GHz;15
Computer 3113;Production;Operational;DELL;Latitude 5510;Standard laptops;PRINOTH NA;USA-NH-GILMANTON;19/11/2023;18/11/2020;Permanent;Intel(R) Core(TM) i5-10310U CPU @ 1.70GHz;15
Computer 3114;Production;Operational;DELL;Latitude 5510;Standard laptops;PRINOTH NA;USA-NH-GILMANTON;03/11/2021;25/10/2020;Permanent;Intel(R) Core(TM) i5-10310U CPU @ 1.70GHz;15
Computer 3115;Production;Operational;DELL;Latitude 5510;Standard laptops;PRINOTH NA;USA-NH-GILMANTON;19/11/2023;18/11/2020;Permanent;Intel(R) Core(TM) i5-10310U CPU @ 1.70GHz;15
Computer 3127;Production;Operational;DELL;Latitude 5510;Standard laptops;LEITNER-POMA OF AMERICA INC;USA-CO-GRANDJUNCTION;20/11/2023;19/11/2021;Permanent;Intel(R) Core(TM) i5-10310U CPU @ 1.70GHz;15
Computer 3647;Production;Operational;DELL;Latitude 5510;Standard laptops;PRINOTH LTD;CAN-CALGARY;03/12/2021;03/12/2021;Permanent;Intel(R) Core(TM) i5-10310U CPU @ 1.70GHz;15
Computer 3953;Production;Incident;DELL;Latitude 5510;Standard laptops;PRINOTH LTD;CAN-GRANBY;30/06/2022;30/06/2022;Permanent;Intel(R) Core(TM) i5-10310U CPU @ 1.70GHz;15
Computer 4382;Production;Operational;DELL;Latitude 5510;Standard laptops;PRINOTH LTD;CAN-CALGARY;01/09/2022;01/09/2022;Permanent;Intel(R) Core(TM) i5-10310U CPU @ 1.70GHz;15
Computer 3444;Production;Operational;DELL;Latitude 7210 2 in 1;Hybrid devices;LEITNER-POMA OF AMERICA INC;USA-CO-GRANDJUNCTION;20/02/2026;20/02/2021;Permanent;Intel(R) Core(TM) i5-10310U CPU @ 1.70GHz;15
Computer 3445;Production;Operational;DELL;Latitude 7210 2 in 1;Hybrid devices;LEITNER-POMA OF AMERICA INC;USA-CO-GRANDJUNCTION;20/02/2026;20/02/2021;Permanent;Intel(R) Core(TM) i5-10310U CPU @ 1.70GHz;15
Computer 3446;Production;Operational;DELL;Latitude 7210 2 in 1;Hybrid devices;LEITNER-POMA OF AMERICA INC;USA-CO-GRANDJUNCTION;06/10/2023;06/10/2020;Permanent;Intel(R) Core(TM) i5-10310U CPU @ 1.70GHz;15
Computer 2771;Inactive;Operational;DELL;Latitude 5410;Standard laptops;LEITNER GMBH;AUT-TELFS;01/01/2021;01/01/2021;Permanent;Intel(R) Core(TM) i5-10310U CPU @ 1.70GHz;15
Computer 1299;Production;Operational;DELL;G3 15 3500;Standard laptops;POMA LLC;RUS-MOSCOW;21/12/2023;21/12/2020;Permanent;Intel(R) Core(TM) i5-10300H CPU @ 2.50GHz;15
Computer 3298;Inactive;Operational;DELL;Latitude 5510;Standard laptops;PRINOTH LTD;CAN-GRANBY;22/07/2021;22/07/2021;Permanent;Intel(R) Core(TM) i5-10210U CPU @ 1.60GHz;15
Computer 1811;Production;Operational;DELL;Optiplex 3070;Standard personal computers;PRINOTH SPA;ITA-VIPITENO;01/01/2020;01/01/2020;Permanent;Intel(R) Core(TM) i3-9300T CPU @ 3.20GHz;35
Computer 1825;Production;Operational;DELL;Optiplex 3070;Standard personal computers;LEITNER SPA;ITA-VIPITENO;01/01/2020;01/01/2020;Permanent;Intel(R) Core(TM) i3-9300T CPU @ 3.20GHz;35
Computer 1826;Production;Operational;DELL;Optiplex 3070;Standard personal computers;PRINOTH SPA;ITA-VIPITENO;01/01/2020;01/01/2020;Permanent;Intel(R) Core(TM) i3-9300T CPU @ 3.20GHz;35
Computer 1827;Production;Operational;DELL;Optiplex 3070;Standard personal computers;LEITNER SPA;ITA-VIPITENO;01/01/2020;01/01/2020;Permanent;Intel(R) Core(TM) i3-9300T CPU @ 3.20GHz;35
Computer 1828;Production;Operational;DELL;Optiplex 3070;Standard personal computers;PRINOTH SPA;AUT-TELFS;01/01/2020;01/01/2020;Permanent;Intel(R) Core(TM) i3-9300T CPU @ 3.20GHz;35
Computer 1829;Production;Operational;DELL;Optiplex 3070;Standard personal computers;LEITNER SPA;ITA-VIPITENO;01/01/2020;01/01/2020;Permanent;Intel(R) Core(TM) i3-9300T CPU @ 3.20GHz;35
Computer 1830;Production;Operational;DELL;Optiplex 3070;Standard personal computers;PRINOTH SPA;ITA-VIPITENO;01/01/2020;01/01/2020;Permanent;Intel(R) Core(TM) i3-9300T CPU @ 3.20GHz;35
Computer 1831;Production;Operational;DELL;Optiplex 3070;Standard personal computers;LEITNER SPA;ITA-VIPITENO;01/01/2020;01/01/2020;Permanent;Intel(R) Core(TM) i3-9300T CPU @ 3.20GHz;35
Computer 1832;Production;Operational;DELL;Optiplex 3070;Standard personal computers;LEITNER SPA;ITA-VIPITENO;01/01/2020;01/01/2020;Permanent;Intel(R) Core(TM) i3-9300T CPU @ 3.20GHz;35
Computer 2799;Production;Operational;DELL;Optiplex 3070;Standard personal computers;LEITNER SPA;ITA-VIPITENO;01/01/2020;01/01/2020;Permanent;Intel(R) Core(TM) i3-9300T CPU @ 3.20GHz;35
Computer 2894;Production;Operational;DELL;Optiplex 3070;Standard personal computers;PRINOTH NA;CAN-GRANBY;11/10/2023;10/10/2020;Permanent;Intel(R) Core(TM) i3-9300T CPU @ 3.20GHz;35
Computer 2895;Production;Operational;DELL;Optiplex 3070;Standard personal computers;PRINOTH NA;CAN-GRANBY;11/10/2023;10/10/2020;Permanent;Intel(R) Core(TM) i3-9300T CPU @ 3.20GHz;35
Computer 2917;Production;Operational;DELL;Optiplex 3070;Standard personal computers;PRINOTH NA;CAN-GRANBY;11/10/2023;10/10/2020;Permanent;Intel(R) Core(TM) i3-9300T CPU @ 3.20GHz;35
Computer 2918;Production;Operational;DELL;Optiplex 3070;Standard personal computers;PRINOTH NA;CAN-GRANBY;11/10/2023;10/10/2020;Permanent;Intel(R) Core(TM) i3-9300T CPU @ 3.20GHz;35
Computer 2919;Production;Operational;DELL;Optiplex 3070;Standard personal computers;PRINOTH NA;CAN-GRANBY;11/10/2023;10/10/2020;Permanent;Intel(R) Core(TM) i3-9300T CPU @ 3.20GHz;35
Computer 2920;Production;Operational;DELL;Optiplex 3070;Standard personal computers;PRINOTH NA;CAN-GRANBY;11/10/2023;10/10/2020;Permanent;Intel(R) Core(TM) i3-9300T CPU @ 3.20GHz;35
Computer 3268;Production;Operational;DELL;Optiplex 3070;Standard personal computers;PRINOTH SPA;GER-HERDWANGEN;01/05/2022;15/07/2021;Permanent;Intel(R) Core(TM) i3-9300T CPU @ 3.20GHz;35
Computer 3269;Production;Operational;DELL;Optiplex 3070;Standard personal computers;PRINOTH SPA;GER-HERDWANGEN;01/05/2022;07/05/2021;Permanent;Intel(R) Core(TM) i3-9300T CPU @ 3.20GHz;35
Computer 3392;Production;Operational;DELL;Optiplex 3070;Standard personal computers;LEITNER-POMA OF AMERICA INC;USA-CO-GRANDJUNCTION;28/02/2023;28/02/2020;Permanent;Intel(R) Core(TM) i3-9300T CPU @ 3.20GHz;35
Computer 3393;Production;Operational;DELL;Optiplex 3070;Standard personal computers;LEITNER-POMA OF AMERICA INC;USA-CO-GRANDJUNCTION;28/02/2023;28/02/2020;Permanent;Intel(R) Core(TM) i3-9300T CPU @ 3.20GHz;35
Computer 3394;Production;Operational;DELL;Optiplex 3070;Standard personal computers;LEITNER-POMA OF AMERICA INC;USA-CO-GRANDJUNCTION;28/02/2023;28/02/2020;Permanent;Intel(R) Core(TM) i3-9300T CPU @ 3.20GHz;35
Computer 3603;Production;Operational;DELL;Optiplex 3070;Standard personal computers;PRINOTH LTD;CAN-GRANBY;10/11/2021;10/11/2021;Permanent;Intel(R) Core(TM) i3-9300T CPU @ 3.20GHz;35
Computer 1815;Production;Operational;DELL;Optiplex 3070;Standard personal computers;PRINOTH SPA;ITA-VIPITENO;01/01/2020;01/01/2020;Shared;Intel(R) Core(TM) i3-9100T CPU @ 3.10GHz;35
Computer 1816;Production;Operational;DELL;Optiplex 3070;Standard personal computers;LEITNER SPA;ITA-VIPITENO;01/01/2020;01/01/2020;Permanent;Intel(R) Core(TM) i3-9100T CPU @ 3.10GHz;35
Computer 1817;Production;Operational;DELL;Optiplex 3070;Standard personal computers;LEITNER SPA;ITA-VIPITENO;01/01/2020;01/01/2020;Permanent;Intel(R) Core(TM) i3-9100T CPU @ 3.10GHz;35
Computer 1818;Production;Operational;DELL;Optiplex 3070;Standard personal computers;LEITNER SPA;AUT-VIENNA;01/01/2020;01/01/2020;Permanent;Intel(R) Core(TM) i3-9100T CPU @ 3.10GHz;35
Computer 1819;Production;Operational;DELL;Optiplex 3070;Standard personal computers;LEITNER SPA;ITA-VIPITENO;01/01/2020;01/01/2020;Shared;Intel(R) Core(TM) i3-9100T CPU @ 3.10GHz;35
Computer 1821;Production;Operational;DELL;Optiplex 3070;Standard personal computers;DEMACLENKO;ITA-VIPITENO;01/01/2020;01/01/2020;Permanent;Intel(R) Core(TM) i3-9100T CPU @ 3.10GHz;35
Computer 1822;Production;Operational;DELL;Optiplex 3070;Standard personal computers;LEITNER SPA;ITA-VIPITENO;01/01/2020;01/01/2020;Permanent;Intel(R) Core(TM) i3-9100T CPU @ 3.10GHz;35
Computer 3378;Production;Operational;DELL;Optiplex 3050 Micro;Standard personal computers;LEITNER-POMA OF AMERICA INC;USA-CO-GRANDJUNCTION;04/05/2024;04/05/2019;Permanent;Intel(R) Core(TM) i3-8300T CPU @ 3.20GHz;25
Computer 3379;Production;Operational;DELL;Optiplex 3050 Micro;Standard personal computers;LEITNER-POMA OF AMERICA INC;USA-CO-GRANDJUNCTION;04/05/2024;04/05/2019;Permanent;Intel(R) Core(TM) i3-8300T CPU @ 3.20GHz;25
Computer 36;Production;Operational;DELL;Optiplex 3060 MFF;Standard personal computers;POMA SAS;FRA-PASSY;01/09/2022;01/09/2019;Temporary;Intel(R) Core(TM) i3-8300T CPU @ 3.20GHz;25
Computer 37;Production;Operational;DELL;Optiplex 3060 MFF;Standard personal computers;POMA SAS;FRA-PASSY;01/09/2022;01/09/2019;Temporary;Intel(R) Core(TM) i3-8300T CPU @ 3.20GHz;25
Computer 38;Production;Operational;DELL;Optiplex 3060 MFF;Standard personal computers;POMA SAS;FRA-PASSY;01/09/2022;01/09/2019;Temporary;Intel(R) Core(TM) i3-8300T CPU @ 3.20GHz;25
Computer 39;Production;Operational;DELL;Optiplex 3060 MFF;Standard personal computers;POMA SAS;FRA-PASSY;;01/09/2019;Permanent;Intel(R) Core(TM) i3-8300T CPU @ 3.20GHz;25
Computer 40;Production;Operational;DELL;Optiplex 3060 MFF;Standard personal computers;POMA SAS;FRA-PASSY;01/09/2022;01/09/2019;Temporary;Intel(R) Core(TM) i3-8300T CPU @ 3.20GHz;25
Computer 41;Production;Operational;DELL;Optiplex 3060 MFF;Standard personal computers;POMA SAS;FRA-PASSY;07/10/2021;01/09/2019;Permanent;Intel(R) Core(TM) i3-8300T CPU @ 3.20GHz;25
Computer 43;Production;Operational;DELL;Optiplex 3060 MFF;Standard personal computers;POMA SAS;FRA-PASSY;14/02/2023;14/02/2020;Permanent;Intel(R) Core(TM) i3-8300T CPU @ 3.20GHz;25
Computer 458;Production;Operational;DELL;Optiplex 3060 MFF;Standard personal computers;POMA SAS;FRA-VOREPPE;;01/08/2019;Permanent;Intel(R) Core(TM) i3-8300T CPU @ 3.20GHz;25
Computer 460;Production;Operational;DELL;Optiplex 3060 MFF;Standard personal computers;POMA SAS;FRA-VOREPPE;;01/08/2019;Permanent;Intel(R) Core(TM) i3-8300T CPU @ 3.20GHz;25
Computer 461;Production;Operational;DELL;Optiplex 3060 MFF;Standard personal computers;POMA SAS;FRA-FRANCIN;26/08/2021;01/08/2019;Permanent;Intel(R) Core(TM) i3-8300T CPU @ 3.20GHz;25
Computer 462;Production;Operational;DELL;Optiplex 3060 MFF;Standard personal computers;POMA SAS;FRA-VOREPPE;06/01/2022;01/08/2019;Permanent;Intel(R) Core(TM) i3-8300T CPU @ 3.20GHz;25
Computer 463;Production;Operational;DELL;Optiplex 3060 MFF;Standard personal computers;POMA SAS;FRA-VOREPPE;;01/08/2019;Permanent;Intel(R) Core(TM) i3-8300T CPU @ 3.20GHz;25
Computer 464;Production;Operational;DELL;Optiplex 3060 MFF;Standard personal computers;POMA SAS;FRA-VOREPPE;19/09/2022;01/08/2019;Permanent;Intel(R) Core(TM) i3-8300T CPU @ 3.20GHz;25
Computer 465;Production;Operational;DELL;Optiplex 3060 MFF;Standard personal computers;POMA SAS;FRA-VOREPPE;;01/08/2019;Permanent;Intel(R) Core(TM) i3-8300T CPU @ 3.20GHz;25
Computer 466;Production;Operational;DELL;Optiplex 3060 MFF;Standard personal computers;POMA SAS;FRA-VOREPPE;;01/08/2019;Permanent;Intel(R) Core(TM) i3-8300T CPU @ 3.20GHz;25
Computer 467;Production;Operational;DELL;Optiplex 3060 MFF;Standard personal computers;POMA SAS;FRA-VEYRINS;08/09/2021;01/08/2019;Permanent;Intel(R) Core(TM) i3-8300T CPU @ 3.20GHz;25
Computer 468;Production;Operational;DELL;Optiplex 3060 MFF;Standard personal computers;POMA SAS;FRA-VOREPPE;20/06/2022;01/08/2019;Permanent;Intel(R) Core(TM) i3-8300T CPU @ 3.20GHz;25
Computer 470;Production;Operational;DELL;Optiplex 3060 MFF;Standard personal computers;POMA SAS;FRA-VOREPPE;;01/08/2019;Permanent;Intel(R) Core(TM) i3-8300T CPU @ 3.20GHz;25
Computer 471;Production;Operational;DELL;Optiplex 3060 MFF;Standard personal computers;POMA SAS;FRA-VOREPPE;;01/08/2019;Permanent;Intel(R) Core(TM) i3-8300T CPU @ 3.20GHz;25
Computer 473;Production;Operational;DELL;Optiplex 3060 MFF;Standard personal computers;POMA SAS;FRA-VEYRINS;08/09/2021;01/08/2019;Shared;Intel(R) Core(TM) i3-8300T CPU @ 3.20GHz;25
Computer 474;Production;Operational;DELL;Optiplex 3060 MFF;Standard personal computers;POMA SAS;FRA-VEYRINS;;08/01/2019;Permanent;Intel(R) Core(TM) i3-8300T CPU @ 3.20GHz;25
Computer 475;Production;Operational;DELL;Optiplex 3060 MFF;Standard personal computers;POMA SAS;FRA-VOREPPE;01/08/2022;01/08/2019;Permanent;Intel(R) Core(TM) i3-8300T CPU @ 3.20GHz;25
Computer 488;Production;Operational;DELL;Optiplex 3060 MFF;Standard personal computers;POMA SAS;FRA-VOREPPE;;01/08/2019;Permanent;Intel(R) Core(TM) i3-8300T CPU @ 3.20GHz;25
Computer 489;Production;Operational;DELL;Optiplex 3060 MFF;Standard personal computers;POMA SAS;FRA-VEYRINS;01/08/2022;01/08/2019;Permanent;Intel(R) Core(TM) i3-8300T CPU @ 3.20GHz;25
Computer 491;Production;Operational;DELL;Optiplex 3060 MFF;Standard personal computers;POMA SAS;FRA-VOREPPE;;01/08/2019;Permanent;Intel(R) Core(TM) i3-8300T CPU @ 3.20GHz;25
Computer 492;Production;Operational;DELL;Optiplex 3060 MFF;Standard personal computers;POMA SAS;FRA-VOREPPE;;01/08/2019;Permanent;Intel(R) Core(TM) i3-8300T CPU @ 3.20GHz;25
Computer 493;Production;Operational;DELL;Optiplex 3060 MFF;Standard personal computers;POMA SAS;FRA-VOREPPE;;01/08/2019;Permanent;Intel(R) Core(TM) i3-8300T CPU @ 3.20GHz;25
Computer 494;Production;Operational;DELL;Optiplex 3060 MFF;Standard personal computers;POMA SAS;FRA-VOREPPE;;01/08/2019;Permanent;Intel(R) Core(TM) i3-8300T CPU @ 3.20GHz;25
Computer 495;Production;Operational;DELL;Optiplex 3060 MFF;Standard personal computers;POMA SAS;FRA-VOREPPE;;01/08/2019;Permanent;Intel(R) Core(TM) i3-8300T CPU @ 3.20GHz;25
Computer 496;Production;Operational;DELL;Optiplex 3060 MFF;Standard personal computers;POMA SAS;FRA-VOREPPE;28/06/2021;01/08/2019;Shared;Intel(R) Core(TM) i3-8300T CPU @ 3.20GHz;25
Computer 500;Production;Operational;DELL;Optiplex 3060 MFF;Standard personal computers;POMA SAS;FRA-VOREPPE;;01/08/2019;Permanent;Intel(R) Core(TM) i3-8300T CPU @ 3.20GHz;25
Computer 501;Production;Operational;DELL;Optiplex 3060 MFF;Standard personal computers;POMA SAS;FRA-VOREPPE;;19/08/2019;Permanent;Intel(R) Core(TM) i3-8300T CPU @ 3.20GHz;25
Computer 924;Production;Operational;DELL;Optiplex 3060 MFF;Standard personal computers;POMA SAS;FRA-GILLY;19/04/2022;19/04/2019;Permanent;Intel(R) Core(TM) i3-8300T CPU @ 3.20GHz;25
Computer 925;Production;Operational;DELL;Optiplex 3060 MFF;Standard personal computers;POMA SAS;FRA-GILLY;;19/04/2019;Permanent;Intel(R) Core(TM) i3-8300T CPU @ 3.20GHz;25
Computer 926;Production;Operational;DELL;Optiplex 3060 MFF;Standard personal computers;POMA SAS;FRA-GILLY;;19/04/2019;Permanent;Intel(R) Core(TM) i3-8300T CPU @ 3.20GHz;25
Computer 927;Production;Operational;DELL;Optiplex 3060 MFF;Standard personal computers;POMA SAS;FRA-GILLY;;19/04/2019;Permanent;Intel(R) Core(TM) i3-8300T CPU @ 3.20GHz;25
Computer 928;Production;Operational;DELL;Optiplex 3060 MFF;Standard personal computers;POMA SAS;FRA-GILLY;;19/04/2019;Permanent;Intel(R) Core(TM) i3-8300T CPU @ 3.20GHz;25
Computer 929;Production;Operational;DELL;Optiplex 3060 MFF;Standard personal computers;POMA SAS;FRA-GILLY;;19/04/2019;Permanent;Intel(R) Core(TM) i3-8300T CPU @ 3.20GHz;25
Computer 930;Production;Operational;DELL;Optiplex 3060 MFF;Standard personal computers;POMA SAS;FRA-GILLY;;19/04/2019;Permanent;Intel(R) Core(TM) i3-8300T CPU @ 3.20GHz;25
Computer 931;Production;Operational;DELL;Optiplex 3060 MFF;Standard personal computers;POMA SAS;FRA-GILLY;;19/04/2019;Permanent;Intel(R) Core(TM) i3-8300T CPU @ 3.20GHz;25
Computer 932;Production;Operational;DELL;Optiplex 3060 MFF;Standard personal computers;POMA SAS;FRA-GILLY;;19/04/2019;Permanent;Intel(R) Core(TM) i3-8300T CPU @ 3.20GHz;25
Computer 933;Production;Operational;DELL;Optiplex 3060 MFF;Standard personal computers;POMA SAS;FRA-GILLY;;01/09/2019;Permanent;Intel(R) Core(TM) i3-8300T CPU @ 3.20GHz;25
Computer 934;Production;Operational;DELL;Optiplex 3060 MFF;Standard personal computers;POMA SAS;FRA-GILLY;;01/09/2019;Permanent;Intel(R) Core(TM) i3-8300T CPU @ 3.20GHz;25
Computer 935;Production;Operational;DELL;Optiplex 3060 MFF;Standard personal computers;POMA SAS;FRA-GILLY;;01/09/2019;Permanent;Intel(R) Core(TM) i3-8300T CPU @ 3.20GHz;25
Computer 936;Production;Operational;DELL;Optiplex 3060 MFF;Standard personal computers;POMA SAS;FRA-GILLY;;01/09/2019;Permanent;Intel(R) Core(TM) i3-8300T CPU @ 3.20GHz;25
Computer 937;Production;Operational;DELL;Optiplex 3060 MFF;Standard personal computers;SACMI SA;FRA-GILLY;01/09/2022;01/09/2019;Permanent;Intel(R) Core(TM) i3-8300T CPU @ 3.20GHz;25
Computer 938;Production;Operational;DELL;Optiplex 3060 MFF;Standard personal computers;SACMI SA;FRA-GILLY;01/09/2022;01/09/2019;Permanent;Intel(R) Core(TM) i3-8300T CPU @ 3.20GHz;25
Computer 939;Production;Operational;DELL;Optiplex 3060 MFF;Standard personal computers;SACMI SA;FRA-GILLY;01/09/2022;01/09/2019;Permanent;Intel(R) Core(TM) i3-8300T CPU @ 3.20GHz;25
Computer 940;Production;Operational;DELL;Optiplex 3060 MFF;Standard personal computers;SACMI SA;FRA-GILLY;01/09/2022;01/09/2019;Permanent;Intel(R) Core(TM) i3-8300T CPU @ 3.20GHz;25
Computer 941;Production;Operational;DELL;Optiplex 3060 MFF;Standard personal computers;SACMI SA;FRA-GILLY;01/09/2022;01/09/2019;Permanent;Intel(R) Core(TM) i3-8300T CPU @ 3.20GHz;25
Computer 942;Production;Operational;DELL;Optiplex 3060 MFF;Standard personal computers;SACMI SA;FRA-GILLY;01/09/2022;01/09/2019;Permanent;Intel(R) Core(TM) i3-8300T CPU @ 3.20GHz;25
Computer 943;Production;Operational;DELL;Optiplex 3060 MFF;Standard personal computers;SACMI SA;FRA-GILLY;01/09/2022;01/09/2019;Permanent;Intel(R) Core(TM) i3-8300T CPU @ 3.20GHz;25
Computer 944;Production;Operational;DELL;Optiplex 3060 MFF;Standard personal computers;SACMI SA;FRA-GILLY;01/09/2022;01/09/2019;Permanent;Intel(R) Core(TM) i3-8300T CPU @ 3.20GHz;25
Computer 945;Production;Operational;DELL;Optiplex 3060 MFF;Standard personal computers;SACMI SA;FRA-GILLY;01/09/2022;01/09/2019;Permanent;Intel(R) Core(TM) i3-8300T CPU @ 3.20GHz;25
Computer 946;Production;Operational;DELL;Optiplex 3060 MFF;Standard personal computers;SACMI SA;FRA-GILLY;01/09/2022;01/09/2019;Permanent;Intel(R) Core(TM) i3-8300T CPU @ 3.20GHz;25
Computer 947;Production;Operational;DELL;Optiplex 3060 MFF;Standard personal computers;SACMI SA;FRA-GILLY;01/09/2022;01/09/2019;Permanent;Intel(R) Core(TM) i3-8300T CPU @ 3.20GHz;25
Computer 948;Production;Operational;DELL;Optiplex 3060 MFF;Standard personal computers;SACMI SA;FRA-GILLY;01/09/2022;01/09/2019;Permanent;Intel(R) Core(TM) i3-8300T CPU @ 3.20GHz;25
Computer 949;Production;Operational;DELL;Optiplex 3060 MFF;Standard personal computers;SACMI SA;FRA-GILLY;01/09/2022;01/09/2019;Permanent;Intel(R) Core(TM) i3-8300T CPU @ 3.20GHz;25
Computer 950;Production;Operational;DELL;Optiplex 3060 MFF;Standard personal computers;SACMI SA;FRA-GILLY;01/09/2022;01/09/2019;Permanent;Intel(R) Core(TM) i3-8300T CPU @ 3.20GHz;25
Computer 1024;Production;Operational;DELL;Optiplex 3060 MFF;Standard personal computers;POMA SAS;FRA-GILLY;;01/08/2019;Permanent;Intel(R) Core(TM) i3-8300T CPU @ 3.20GHz;25
Computer 1108;Production;Operational;DELL;Optiplex 3060 MFF;Standard personal computers;POMA SAS;FRA-VEYRINS;;01/08/2019;Permanent;Intel(R) Core(TM) i3-8300T CPU @ 3.20GHz;25
Computer 1109;Production;Operational;DELL;Optiplex 3060 MFF;Standard personal computers;POMA SAS;FRA-VEYRINS;;01/08/2019;Permanent;Intel(R) Core(TM) i3-8300T CPU @ 3.20GHz;25
Computer 1110;Production;Operational;DELL;Optiplex 3060 MFF;Standard personal computers;POMA SAS;FRA-VEYRINS;;01/08/2019;Permanent;Intel(R) Core(TM) i3-8300T CPU @ 3.20GHz;25
